label,Message,clean_Message
0,Mereka melakukannya ke banyak tempat. Hanya rumah sakit dan tempat medis yang aman.,laku rumah sakit medis aman
0,Yay! Anda sebaiknya tidak mengatakan itu kepada 5 gadis lain juga.,yay gadis
1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,privat account statement show unredeem point call identifi code expir
1,Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan Hadiah Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infohadiah3care2016.blogspot.co.id,langgan hormat simcard menang hadiah mobil toyota all new yaris pinjf gebyar undi care informasi lenkap klik
1,Selamat datang! Silakan balas dengan USIA dan JENIS KELAMIN Anda untuk memulai. misalnya 24M,selamat sila balas usia jenis kelamin m
0,Aku mau nyari data yang dibutuhin dari tabel mana aja.,nyari data dibutuhin tabel
0,Macha tidak merasa upset.i dapat mengasumsikan mindset.believe Anda suatu malam dengan saya dan saya memiliki beberapa rencana indah untuk kita berdua. BIARKAN HIDUP DIMULAI LAGI.hubungi saya kapan saja,macha upseti asumsi mindsetbelieve malam milik rencana indah dua biar hidup lagihubungi
0,Tidak apa-apa saya noe u sibuk tapi aku benar-benar terlalu bosan jadi aku msg u. Saya oso dunno wat warna dia memilih 4 saya satu.,apaapa noe sibuk benarbenar bosan oso dunno warna pilih
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marri lover becz hav good undrstndng dat avoid problem sent di wil get good news friday person like tomorrow best day life dont break chain break suffer send ltgt frnd ltgt min whn read
1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,xma iscom award either cd gift voucher free entri weekli draw text music tnc
0,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
0,"Bung, kita harus makan lagi",makan
0,biasana sih pak nama1 sampe jam 12 kan di kampus?,biasana sih nama jam kampus
1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notifi sm good luck futur market repli stop custom servic
0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morn dear shijutta great amp success day
1,Cerita kotor dan GADIS menunggu Anda,cerita kotor gadis tunggu
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshin hol claim med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
0,Setting telah dikirimkan ke ponsel Anda. Ikuti petunjuk yang diberikan untuk menyelesaikan setting internet dan kirim fot/MMS,setting kirim ponsel ikut tunjuk selesai setting internet kirim fotmms
0,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leav pongaldo get news work place
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someon know ask date servic contact cant guess call reveal po box wu
1,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,dear voucher holder claim st class airport loung pass use holiday voucher call book quot st class x
1,Kenapa hanya butuh sedikit waktu bagi seorang anak yang takut gelap untuk menjadi remaja yang ingin keluar sepanjang malam?,butuh anak takut gelap remaja malam
1,"PEMENANG! Sebagai pelanggan jaringan yang berharga, Anda telah dipilih untuk menerima hadiah Â £ 900! Untuk mengumpulkan panggilan 09061701444. Hanya berlaku 24 jam. ACL03530150PM",menang langgan jaring harga pilih terima hadiah kumpul panggil laku jam aclpm
1,SWASTA! Laporan Rekening 2003 Anda untuk 07808 XXXXXX menunjukkan 800 poin S. I. M. yang belum ditebus. Kode Pengenal 08719899217 Panggilan: 41685 kedaluwarsa 07/11/04,swasta lapor rekening xxxxxx poin s i m tebus kode kenal panggil kedaluwarsa
0,Tell them u have a headache and just want to use 1 hour of sick time.,tell headach want use hour sick time
0,Ahhh. Kerja. Samar-samar aku ingat itu! Bagaimana rasanya? Wakakak,ahhh kerja samarsamar wakakak
1,INFO RESMI kepada/bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care. No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.tricare16.blogspot.com,informasi resmi kepadabpkibu hormat selamat nomor menang pesta isi ulang care nomor per undi malam pkl sctv uinfo hadiah klik
1,Anda telah memenangkan Nokia 6230 plus kamera digital gratis. Inilah yang Anda dapatkan ketika Anda memenangkan lelang GRATIS kami. Untuk ambil bagian kirim NOKIA ke 83383 sekarang. POBOX114/14TCR/W1 16,menang nokia plus kamera digital gratis dapat menang lelang gratis ambil kirim nokia poboxtcrw
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,cashbal current pound maxim cashin send collect pmsg cc po box tcrw
1,"Anda telah WON dijamin Â £ 1000 uang tunai atau â £ 2000 hadiah. Untuk mengklaim hadiah tahun, hubungi perwakilan layanan pelanggan kami di 08714712394 antara pukul 10 pagi - 7 malam",won jamin uang tunai hadiah klaim hadiah hubung wakil layan langgan pagi malam
1,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notic collect tenerif holiday cash award call landlin tc sae box cwwx ppm
0,"We're all getting worried over here, derek and taylor have already assumed the worst",get worri derek taylor alreadi assum worst
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free
0,Iya liat mock up nya maksudnya,iya lihat mock up nya maksud
0,But i juz remembered i gotta bathe my dog today..,juz rememb gotta bath dog today
0,Hi mate RV yang Anda memiliki hol bagus hanya pesan 3 mengatakan halo coz havenÂ t dikirim u 1 di usia mulai mengemudi jadi tinggal dari jalan! RVx,hi mate rv milik hol bagus pesan halo coz haven t kirim usia kemudi tinggal jalan rvx
1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text get rington logo game question infotxtcouk
0,Wherre's my boytoy ? :-(,wherr boytoy
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",update_now xma offer latest motorola sonyericsson nokia free bluetooth doubl min text orang call mobileupd calloptoutfq
1,ringtoneking 84484,ringtonek
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,ye place town meet excit adult singl uk text chat pmsg
1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,dear dave final notic collect tenerif holiday cash award call landlin tc sae box cwwx ppm
0,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,got room soon hadnt put clock back til shout everyon get realis wahay anoth hour bed
0,Itu keren! Terkadang lambat dan lembut. Sonetimes kasar dan keras :),keren terkadang lambat lembut sonetimes kasar keras
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",meet dream partner soon career flyng start find free text horo follow star sign e g horo ari
0,"Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.",besok bawa form nilai ya berkas
0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck
1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call use min call cast pmin mob vari servic provid aom gbpmonth aom boxm er stop age
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
0,This weekend is fine (an excuse not to do too much decorating),weekend fine excus much decor
0,Persis. Pokoknya seberapa jauh. Apakah jide dia untuk belajar atau hanya mengunjungi,persis pokok jide ajar unjung
0,Going on nothing great.bye,go noth greatby
0,I dont want to hear philosophy. Just say what happen,dont want hear philosophi say happen
0,Ya.. sekarang hanya melihat pesan Anda ..,ya pesan
0,Seragam wat? Di mana dapatkan?,seragam dapat
0,Akan pergi mendapatkan beberapa taco,pergi taco
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari ill come
0,I have printed it oh. So  &lt;#&gt;  come upstairs,print oh ltgt come upstair
0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor role life
0,"1.20 biaya panggilan itu. Yang saya kira tidak buruk. Nona ya, butuh ya, mau ya, cinta ya",biaya panggil buruk nona ya butuh ya ya cinta ya
1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",lookatm thank purchas video clip lookatm youv charg p think better send video mmsto
1,Isi ulang Pulsa Rp.5000 regular oleh HD COM 4 SUKSES pada 09/02 12:34.Ref:763179369.GRATIS PULSA sd 250rb hg 7Hr 7Mlm.Ktk:GRATIS krm ke 123,isi ulang pulsa rupiah regular hd com sukses refgratis pulsa sd rb hg mlmktkgratis kirim
0,Benar. Jadi bagaimana pekerjaan hari ini,kerja
1,Kami mencoba menghubungi Anda kembali membalas sms kami untuk video mobile 750 menit TEKS TIDAK TERBATAS CAMCORDER GRATIS Balas atau hubungi sekarang 08000930705 Del Kam,coba hubung balas sms video mobile menit teks batas camcorder gratis balas hubung del kam
0,Remind me how to get there and I shall do so,remind get shall
0,"Sure, whenever you show the fuck up &gt;:(",sure whenev show fuck gt
0,"nama1, note nama1 yang Dinamic ada di emil. Kembaliin ke nama1 atau gmana?",nama note nama dinamic emil kembaliin nama gmana
0,Moji just informed me that you saved our lives. Thanks.,moji inform save live thank
0,Wa... U so efficient... Gee... Thanx...,wa effici gee thanx
1,Bloomberg -Pusat pesan +447797706009 Mengapa menunggu? Ajukan permohonan untuk http://careers masa depan Anda. bloomberg.com,bloomberg pusat pesan tunggu aju mohon bloombergcom
0,Atau sakit menjadi sedikit lebih dekat seperti di halte bus di jalan yang sama,sakit halte bus jalan
0,Hmm ill have to think about it... ok you're forgiven! =D,hmm ill think ok your forgiven
1,"INFO. DANA TUNAI TANPA JAMINAN 20 - 250 JUTA, BUNGA 1,50%, SYARAT PEMILIK KARTU KREDIT PROSES 3 HARI KERJA CALL. FIRLI 021 93417219",informasi dana tunai jamin juta bunga syarat milik kartu kredit proses kerja telepon firli
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia get win free auction take part send nokia hgsuiteland rowwjhl
1,SWASTA! Laporan Rekening 2003 Anda untuk menunjukkan 800 poin S. I. M. yang belum ditebus. Kode Pengenal 08715203694 Panggilan: 40533 kedaluwarsa 31/10/04,swasta lapor rekening poin s i m tebus kode kenal panggil kedaluwarsa
0,Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,pertable emang rapih lapor sih mad bingung pertable kdgkan pakai didr table tuh mad
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,today voda number end select receiv award match pleas call quot claim code standard rate app
0,I accidentally brought em home in the box,accident brought em home box
0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",yar lor wan go c hors race today mah eat earlier lor ate chicken rice
1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,nokia plu free digit camera get win free auction take part send nokia poboxtcrw
0,"Plg yth, paket 10 MB 1 hari Anda telah berakhir. Selanjutnya akan dikenakan tarif non paket.Aktifkan kembali paket Flash Anda di *363#",langgan hormat paket mbak kena tarif non paketaktifkan paket flash
0,I HAVE A DATE ON SUNDAY WITH WILL!!,date sunday
0,"I call you later, don't have network. If urgnt, sms me.",call later dont network urgnt sm
1,Layanan musik seluler baru kami sekarang sudah tayang. Pemutar musik gratis akan segera tiba. Cukup instal di ponsel Anda untuk menelusuri konten dari artis papan atas.,layan musik seluler tayang putar musik gratis instal ponsel telusur konten artis papan
1,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,gebyar telkomselpoin nomor trpilih menang pin fg silah verifikasi pin situs resmi
0,"HEI HEI ADALAH MONKEESPEOPLE MENGATAKAN KITA MONYET! BETAPA CANTIKNYA, HOWU DOIN? FOUNDURSELF SOSIS JOBYET? CINTA JEN XXX",hei hei monkeespeople monyet betapa cantik howu doin foundurself sosis jobyet cinta jen xxx
0,Taka lor. Wat time u wan 2 come n look 4 us?,taka lor wat time wan come n look us
1,Kami mencoba menghubungi Anda kembali tanggapan Anda terhadap tawaran kami baru Nokia Fone dan camcorder tekan balasan atau panggilan 08000930705 untuk pengiriman,coba hubung tanggap tawar nokia fone camcorder tekan balas panggil kirim
1,penggemar olahraga - dapatkan berita olahraga terbaru str* 2 ponsel Anda 1 minggu GRATIS PLUS NADA GRATIS txt OLAHRAGA KE 8007 www.getzed.co.uk 0870141701216+ norma 4txt/120p,gemar olahraga dapat berita olahraga baru str ponsel minggu gratis plus nada gratis txt olahraga norma txtp
1,Menangkan hadiah uang tunai Â £ 1000 atau hadiah senilai Â £ 5000,menang hadiah uang tunai hadiah nila
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",daddi shu shu look wan tell ure singapor wat
0,You unbelievable faglord,unbeliev faglord
1,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",special select receiv award call line close cost ppm tc appli ag promo
1,Pelanggan Yth SimCARD Anda M-dptkan Cek Tuanai Rp:27jt Dari PT.TRICARE INDONESIA Pin Anda HDR7JN7 U/Cek Pin Kunjungi www.programundiantricare-2015.blogspot.co.id,langgan hormat simcard mdptkan cek tuanai rpjt pttricare indonesia pin hdrjn ucek pin kunjung
0,Saya ingin mengirim sesuatu yang bisa terjual dengan cepat.  <#> K bukanlah uang mudah.,kirim jual cepat k uang mudah
1,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,brminat cashkredit motor scond barang istmwa tipemerk sjdsini mnyediakn unit atas hubung ms dediktp yk
0,"Aight that'll work, thanks",aight thatll work thank
0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,there someon year ltgt toyota camri like mr olayiwola mileag ltgt kit clean need know much sell rais dough soon land sell holla back
0,Iya put alat masak makan mah aku usahain ada,iya put alat masak makan mah usahain
0,Ketika Anda wana melihatnya maka,wana
0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,catch bu fri egg make tea eat mom left dinner feel love
1,Hard LIVE 121 chatting hanya 60p / menit. Pilih gadis Anda dan hubungkan LANGSUNG. Hubungi 09094646899 sekarang! Layanan langsung terbesar Cheap Chat UK. VU BCM1896WC1N3XX,hard live chatting p menit pilih gadis hubung langsung hubung layan langsung besar cheap chat uk vu bcmwcnxx
0,"Ketika saya memiliki barang untuk dijual, saya akan memberi tahu Anda",milik barang jual
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entri grprize wkli comp chanc win latest nokia psp cash everi wktxt great http
1,SELAMAT Anda sebagai pemenang promo UNDIAN POP-MIE GETLUCKY men-dptkan 1unit MOBIL NISSAN JUKE pin anda:b89c7h9 U/INFO Klik:www.hadiah-pop-mie-2013.webs.com,selamat menang promo undi popmie getlucky unit mobil nissan juke pin andabch uinfo klik
1,"Menangkan yang terbaru â € œHarry Potter dan Orde Phoenix (Buku 5) membalas HARRY, menjawab 5 pertanyaan - kesempatan untuk menjadi yang pertama di antara pembaca!",menang baru harry potter orde phoenix buku balas harry sempat baca
0,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,im arestaur eat squid wanna dosometh late
0,"Apa yang akan kita lakukan di kamar mandi, sayang?",laku kamar mandi sayang
1,Missed call alert. These numbers called but left no message. 07008009200,miss call alert number call left messag
0,Yup i thk so until e shop closes lor.,yup thk e shop close lor
0,I borrow ur bag ok.,borrow bag ok
0,"Hei, tinggalkan. bukan masalah besar :-) berhati-hatilah.",hei tinggal berhatihatilah
1,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobil xxx bonu caller prize nd attempt reach call asap boxnqp ppm
0,Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,maaf bu jam ya ketemu buatau bgmana baik
1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",uve select stay top british hotel noth holiday valu dial claim nation rate call bx swss
1,SplashMobile: Pilih dari 1000-an gr8 nada setiap wk! Ini adalah layanan berlangganan dengan nada mingguan seharga 300p. Anda memiliki satu kredit - menendang kembali dan MENIKMATI,splashmobile pilih an gr nada wk layan langgan nada minggu harga p milik kredit tendang nikmat
1,"Hai ini Amy, kami akan mengirimkan nomor telepon gratis dalam beberapa hari, yang akan memberi Anda akses ke semua pesta dewasa ...",hai amy kirim nomor telepon gratis akses pesta dewasa
0,How much it will cost approx . Per month.,much cost approx per month
1,Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com,surat putus tri care indonesia noxv pin menang andaytg hadiah cek tunai rpjuta uinfo klik
1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,get st rington free repli messag tone gr top tone phone everi week per wk opt send stop
1,"ENAM kesempatan untuk memenangkan CASH! Dari 100 hingga 20.000 pound txt> CSH11 dan kirim ke 87575. Biaya 150p / hari, 6days, 16+ TsandCs berlaku membalas Info HL 4",enam sempat menang cash pound txt csh kirim biaya p days tsandcs laku balas informasi hl
0,Wakakak! Kamu pemabuk! Hanya menata rambut saya pada saat itu. Ya masih sampai 4 malam ini. Apakah rencananya?,wakakak mabuk tata rambut ya malam rencana
0,"Just arrived, see you in a couple days &lt;3",arriv see coupl day lt
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),get touch folk wait compani text back name age opt enjoy commun psm
0,Hows that watch resizing,how watch resiz
1,500 free text msgs. Just text ok to 80488 and we'll credit your account,free text msg text ok well credit account
0,U panggil saya alter di 11 ok.,panggil alter ok
0,"He will, you guys close?",guy close
1,Anda memiliki 1 pesan baru. Hubungi 0207-083-6089,milik pesan hubung
0,Buat yg mahasiswa baru,mahasiswa
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,thk dun haf hint e forum alreadi lor co told ron n darren go tell shuhui
1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcom select servic ad benefit call special train advisor free mobil diall
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,want xma free text messag new video phone half price line rental call free find
1,"Hai, gadis-gadis SEXYCHAT sedang menunggu Anda untuk mengirim pesan teks kepada mereka. SMS sekarang untuk mengobrol malam yang menyenangkan. kirim STOP untuk menghentikan layanan ini",hai gadisgadis sexychat tunggu kirim pesan teks sms obrol malam senang kirim stop henti layan
1,"Akun Anda telah dikreditkan dengan 500 Pesan Teks GRATIS. Untuk mengaktifkan, cukup txt kata: KREDIT ke No: 80488 S&K www.80488.biz",akun kredit pesan teks gratis aktif txt kredit nomor sk
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,mobil mth updat latest orang cameravideo phone free save free textsweekend call text ye callback orno opt
0,"Ibunya lagi bobok, aku mau nanya ttg daging, kalo ada daging mau di presto dulu juga",ibu bobok ttg daging daging presto
0,Jadi nanti barang yg dipilih nyesuain budget aja diantara 7 pilihan diatas~,barang pilih nyesuain budget pilih atas
0,2mro i am not coming to gym machan. Goodnight.,mro come gym machan goodnight
0,Di mana dapat mengunduh film yang jernih. Salinan DVD.,unduh film jernih salin dvd
0,How are you with moneY...as in to you...money aint a thing....how are you sha!,moneya youmoney aint thinghow sha
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,dont b floppi b snappi happi gay chat servic photo upload call pmin stop text call
0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh cant rememb mayb lor wat time meet tmr
0,Berapa nomor rekening Anda?,nomor rekening
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster get free wallpap text heart tc appli need help call
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent award complimentari trip eurodisinc trav acoentri claim text di morefrmmob shracomorsglsuplt ls aj
1,You have 1 new voicemail. Please call 08719181513.,new voicemail pleas call
0,"Oh dan omong-omong, Anda memiliki lebih banyak makanan di lemari es Anda! Ingin keluar untuk makan malam ini?",oh omongomong milik makan lemari es makan malam
1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show colour euro offer get england flag lion tone phone click follow servic messag info
0,Lul im mendapatkan beberapa gosip menarik di rumah sakit. Dua perawat berbicara tentang seberapa gemuk yang mereka dapatkan. Dan orang berpikir dia gemuk. Oyea.,lul im gosip tarik rumah sakit awat bicara gemuk dapat orang pikir gemuk oyea
0,K.k:)maju pongal bahagia.,kkmaju pongal bahagia
0,Aku sangat mencintaimu. Saya senang setiap hari yang saya habiskan bersama Anda. Anda membuat saya sangat bahagia.,cinta senang habis bahagia
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear uve invit xchat final attempt contact text chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0,Have you heard from this week?,heard week
1,"Layanan kencan kami telah diminta 2 hubungi U oleh seseorang yang pemalu! HUBUNGI 09058091870 SEKARANG semua akan terungkap. POBox84, M26 3UZ 150p",layan kencan hubung malu hubung ungkap pobox m uz p
0,DO U WANT 2 MEET UP 2MORRO,want meet morro
0,Jangan gitu kang.. Aku tersinggung.,kang singgung
0,Haruskah saya menanyakan satu hal jika Anda tidak salah mengira saya.,harus salah
1,Ingin tertawa? Coba CHIT-CHAT di ponsel Anda sekarang! Logon dengan txting kata: CHAT dan mengirimkannya ke No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,tertawa coba chitchat ponsel logon txting chat kirim nomor cm po box london wa zf pmsg rcvd
1,"Maaf' Soal Angsuran bulan ini Pembayaran harus melalui ke bpk.Yogi, HP: 08562115779, soalnya sdh dikuasakan",maaf angsur bayar bpkyogi hp kuasa
0,Ummma.will menelepon setelah check in.our hidup akan dimulai dari qatar jadi pls berdoa sangat keras.,ummmawill telepon cek inour hidup qatar pulsa doa keras
1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscrib select receiv bonu get deliv door text word ok claim pmsg exp apr
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg havent repli text im randi sexi femal live local love hear netcollex ltd p per messag repli stop end
1,"Untuk kesempatan Anda memenangkan TXT: SHOP ke 80878 sebesar Ã 250 wkly shopping: SHOP ke 80878. 08715705022 www.txt-2-shop.com perawatan  T's&C, 1x150p / wk",sempat menang txt shop wkly shopping shop awat tsc xp wk
0,Still otside le..u come 2morrow maga..,still otsid leu come morrow maga
0,Am in film ill call you later.,film ill call later
0,From tomorrow onwards eve 6 to 3 work.,tomorrow onward eve work
1,Anda memiliki pengagum rahasia yang mencari 2 melakukan kontak dengan U-cari tahu siapa mereka R * mengungkapkan siapa yang berpikir UR begitu istimewa-panggilan pada 09058094565,milik kagum rahasia cari kontak ucari r pikir ur istimewapanggilan
0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,appt lttimegt fault dont listen told twice
0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe goe day miss alreadi love love kiss hope everyth goe well
0,I've sent ü my part..,ive sent ü part
1,You have an important customer service announcement from PREMIER.,import custom servic announc premier
0,It has issues right now. Ill fix for her by tomorrow.,issu right ill fix tomorrow
0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok im walik ard wan buy anyth go hous
0,"K, aku mungkin datang malam ini kalau kelasku keluar lebih awal",k malam kelas
1,"Anda adalah pemenang, Anda telah dipilih secara khusus untuk menerima uang tunai Â £ 1000 atau penghargaan Â £ 2000. Hubungi operator live untuk klaim telepon 087147123779am-7pm. Biaya 10p",menang pilih khusus terima uang tunai harga hubung operator live klaim telepon ampm biaya p
1,"Anda dapat MENANG Â £ 100 Voucher Hadiah Musik setiap minggu mulai SEKARANG Txt kata DRAW ke 87066 TsC www.ldew.com SkillGame, 1Winaweek, age16.150ppermessSubscription",menang voucher hadiah musik minggu txt draw tsc skillgame winaweek ageppermesssubscription
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take take part wrc ralli oz lucozad energi text ralli le p see pack lucozadecoukwrc itcould
0,"Sial yang benar-benar mengejutkan dan menakutkan, tidak bisa membayangkan sedetik pun. Def up untuk keluar malam. Apakah Anda pikir ada tempat saya bisa kecelakaan untuk malam, menghemat taksi?",sial benarbenar kejut takut bayang detik def up malam pikir celaka malam hemat taksi
