label,Message,clean_Message
0,Hey i'm bored... So i'm thinking of u... So wat r u doing?,hey im bore im think wat
1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,back work morro half term c night sexi passion b go back chat love dena call minmobsmorelkpoboxhpfl
0,Katakan pada rob untuk memukul pacarnya di teater,rob pukul pacar teater
0,Itu keren. Saya seorang pria terhormat dan akan memperlakukan Anda dengan bermartabat dan hormat.,keren pria hormat laku martabat hormat
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,p alfi moon children need song mob tell ms text tone chariti nokia poli chariti poli zed profit chariti
1,Anda sedang ditipu! Dapatkan konten seluler Anda dari panggilan www.clubmoby.com 08717509990 poly / true / Pix / Ringtones / Games enam unduhan hanya untuk 3,tipu dapat konten seluler panggil poly true pix ringtones games enam unduh
1,Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com,maaf hubung sambung noanda resmi raih hadiah ptmkios pinmk uinfo hadiah klik
0,Dear we are going to our rubber place,dear go rubber place
1,"Update_Now - Penawaran Natal! Terbaru Motorola, SonyEricsson & Nokia & Bluetooth GRATIS! Menit ganda & 1000 txt pada oranye. Hubungi MobileUpd8 di 08000839402 atau call2optout/F4Q=",update now tawar natal baru motorola sonyericsson nokia bluetooth gratis menit ganda txt oranye hubung mobileupd calloptoutfq
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,secret admir look make contact ufind rreveal think specialcal
1,"INFO RESMI: PT.INDOFOOD Selamat Anda M-DPT MOBIL NISSAN JUKE, Kejutan Pop Mie. PIN:2F5C4D7 HUBUNGI:085715023547 DRS.H.NALDISUPARMAN www.gebyarpopmie40.webs.com",informasi resmi ptindofood selamat mdpt mobil nissan juke kejut pop mie pinfcd hubung drshnaldisuparman
0,Beberapa dari mereka mengatakan accenture tidak konfirmasi. Benarkah.,accenture konfirmasi
1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae tc box cwwx ppm
0,What happen to her tell the truth,happen tell truth
0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oop mum somerset bit far back tomo see soon x
0,"Ketika saya memasuki kabin saya, PA saya berkata, '' Selamat B'day Boss !!''. Saya merasa istimewa. Dia bertanya padaku 4 makan siang. Setelah makan siang dia mengundang saya ke apartemennya. Kami pergi ke sana.",pasuk kabin pa selamat bday boss istimewa pada makan siang makan siang undang apartemen pergi
0,Hai msg saya :) saya di kantor ..,hai kantor
1,Block Breaker sekarang hadir dalam format deluxe dengan fitur-fitur baru dan grafis hebat dari T-Mobile. Beli hanya Â £ 5 dengan membalas GET BBDELUXE dan ikuti tantangannya,block breaker hadir format deluxe fiturfitur grafis hebat tmobile beli balas get bbdeluxe ikut tantang
1,nada dering 84484,nada dering
0,"Haha cuma bercanda, papa butuh narkoba",haha canda papa butuh narkoba
0,Its a part of checking IQ,part check iq
0,Gila ar dia sudah menikah. Ãœ seperti gd mencari cowok bukan aku. Frens saya suka mengatakan dia favorit leona korea tapi i dun thk dia. Setelah beberapa pemikiran mungkin paling mungkin saya akan pergi.,gila ar meni gd cari cowok frens suka favorit leona korea i dun thk pikir pergi
1,RGENT! Ini adalah upaya ke-2 untuk menghubungi U! Anda memiliki WON Â £ 1250 CALL 09071512433 b4 050703 T & CsBCM4235WC1N3XX. Biaya panggilan 150ppm mobilesvary. maksÂ £ 7. 50,rgent upaya hubung milik won telepon bb t csbcmwcnxx biaya panggil ppm mobilesvary maks
1,"Dapatkan nada 3 Lions England, balas lionm 4 mono atau lionp 4 poly. 4 lagi pergi 2 www.ringtones.co.uk, yang asli n terbaik. Tarif operator jaringan Tone 3GBP berlaku",dapat nada lions england balas lionm mono lionp poly pergi asli n baik tarif operator jaring tone gbp laku
0,"Bagus. Tunggu... Haruskah Anda mengirim SMS sekarang? Aku tidak akan membayar tiketmu, lho!",bagus tunggu harus kirim sms bayar tiket lho
0,They r giving a second chance to rahul dengra.,give second chanc rahul dengra
1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub use credit click wap link next text messag click xxxmobilemovieclubcomnqjkgighjjgcbl
1,PORNO HARDCORE GRATIS TANPA BATAS langsung 2 PORNO Txt seluler Anda ke 69200 &; dapatkan akses GRATIS selama 24 jam lalu chrgd@50p per hari txt Stop 2exit. Pesan ini gratis,porno hardcore gratis batas langsung porno txt seluler dapat akses gratis jam chrgdp txt stop pesan gratis
1,Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8)Utk info Pemenang silahkan klik www.kejutan-indosatpoinplus2013.webs.com,selamat nomor hadiah undi poin plus plus indosat nomor pindhiutk informasi menang silah klik
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,remind download content alreadi paid goto mymobi tv collect content
1,Beli Space Invaders 4 kesempatan 2 menang orig Arcade Game konsol. Tekan 0 untuk Games Arcade (biaya std WAP) Lihat o2.co.uk/games 4 Syarat + pengaturan. Tidak ada pembelian,beli space invaders sempat menang orig arcade game konsol tekan games arcade biaya std wap lihat ocoukgames syarat atur beli
0,Tolong da panggil saya kesalahan dari pihak saya maaf da. Pls da goto dokter.,tolong da panggil salah maaf da pulsa da goto dokter
0,Bagaimana keadaanmu? Semoga Anda sudah menetap di tahun ajaran baru. Hanya berharap Anda gr8 hari,ada moga tetap ajar harap gr
0,Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,kpnnnih kantor ambil form lapor lapor lampir
1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk fone weekli new tone repli tonesu text origin n best tone gbp network oper rate appli
0,Hanya memaksakan diri untuk makan sepotong. Aku benar-benar tidak lapar tho. Ini menyebalkan. Mark mulai khawatir. Dia tahu saya sakit ketika saya menolak pizza. Wakakak,paksa makan potong benarbenar lapar tho sebal mark khawatir sakit tolak pizza wakakak
1,"Ya ampun! Saya telah menemukan nomor Anda lagi! Aku sangat senang, SMS saya kembali xafter ini msgs cst std ntwk chg Â £ 1,50",ya ampun temu nomor senang sms xafter msgs cst std ntwk chg
0,Any way where are you and what doing.,way
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free st week entri textpod chanc win gb ipod cash everi wk text vpod tsc custcar
1,Apakah Anda ingin telepon Video baru? 600 kapan saja setiap menit jaringan 400 Inklusif Panggilan video DAN unduhan 5 per minggu Gratis delTOMORROW menelepon 08002888812 atau membalas SEKARANG,telepon video menit jaring inklusif panggil video unduh minggu gratis deltomorrow telepon balas
0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good even sir hope nice day want bring notic late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",guess that worri must know there way bodi repair im quit sure shouldnt worri well take slow first test guid ovul relax noth youv said reason worri ill keep followin
1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,tri contact repli offer video phone anytim network min half price line rental camcord repli call
0,Lol or I could just starve and lose a pound by the end of the day.,laugh loud could starv lose pound end day
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy shower possess pour love one world lie golden gift love truli
0,Gadis yang mengerikan. Saya di sch melakukan beberapa hal. Kenapa kamu punya mc?,gadis keri sekolah mc
0,Just glad to be talking to you.,glad talk
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey ad crap night borin without yeah boggi bore biatch thanx wait til nxt time il ave yeah
1,"Bagus sekali INGGRIS! Dapatkan nada dering poli resmi atau bendera warna di ponsel Anda! ketik TONE atau FLAG ke 84199 SEKARANG! Memilih keluar txt ENG STOP. Kotak39822 W111WX Â £ 1,50",bagus inggris dapat nada dering pol resmi bendera warna ponsel ketik tone flag pilih txt eng stop kotak wwx
1,Nasabah yth.rekning tbungn anda ERROR&hrus di monitor ulang agar bisa di gunakn kmbli.maaf sblum ke kntor hrap hub pk ARYADHI dlu di.0816288602.tks,nasabah ythrekning tbungn errorhrus monitor ulang gunakn kmblimaaf kantor hrap hubung pakai aryadhi ditks
0,K..k:)where are you?how did you performed?,kkwhere youhow perform
1,FreeMsg Hai sayang wow baru saja mendapat moby cam baru. ingin C pic panas? atau Ingin mengobrol? Im w8in 4uTxt / rply CHAT ke 82242 hlp 08712317606 msg150p 2rcv,freemsg hai sayang wow moby cam c pic panas obrol im menang utxt rply chat hlp msgp rcv
0,Keknya pernah liat undangannya di prodi,kayak lihat undang prodi
0,Apa yang Anda lakukan?bagaimana kabarmu?,lakukanbagaimana kabar
0,Ok... Take ur time n enjoy ur dinner...,ok take time n enjoy dinner
0,"Katakan apa, jika Anda membuat spreadsheet kecil dan melacak ide siapa yang merokok untuk menentukan siapa yang ""merokok terlalu banyak"" selama sebulan penuh di bulan Februari, saya akan datang",spreadsheet lacak ide rokok tentu rokok bulan penuh februari
0,Anda mengangkat harapan saya dengan tawaran uang. Saya membutuhkan. Terutama ketika akhir bulan mendekat dan itu menyakitkan belajar saya. Pokoknya punya akhir pekan gr8,angkat harap tawar uang butuh dekat sakit ajar pokok pekan gr
1,Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id,nasabah bri hormat norek pilih menang undi bri kode pin ijhk uinfo hadiah klik
1,gratis 4 STAR Ibiza Holiday atau uang tunai Â £ 10.000 membutuhkan koleksi MENDESAK Anda. 09066364349 SEKARANG dari Telepon Rumah agar tidak kalah! Kotak434SK38WP150PPM18+,gratis star ibiza holiday uang tunai butuh koleksi desak telepon rumah kalah kotakskwpppm
0,Audrie lousy autocorrect,audri lousi autocorrect
0,If you don't respond imma assume you're still asleep and imma start calling n shit,dont respond imma assum your still asleep imma start call n shit
1,"Pengumuman layanan pelanggan. Kami baru-baru ini mencoba melakukan pengiriman kepada Anda tetapi tidak dapat melakukannya, silakan hubungi 07090298926 untuk menjadwalkan ulang. Referensi:9307622",umum layan langgan barubaru coba kirim laku sila hubung jadwal ulang referensi
1,"PERMAINAN GRATIS. Dapatkan Rayman Golf 4 GRATIS dari O2 Games Arcade. 1st mendapatkan pengaturan game UR. Balas POST, lalu simpan & aktivasi8. Tekan tombol 0 untuk Arcade. Ketentuanberlaku",main gratis dapat rayman golf gratis o games arcade st atur game ur balas post simpan aktivasi tekan tombol arcade ketentuanberlaku
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
0,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh gotta drive back sd la butt sore
1,"Anda sedang dihubungi oleh Layanan Kencan kami oleh seseorang yang Anda kenal! Untuk mengetahui siapa itu, hubungi dari ponsel atau telepon rumah Anda 09064017305 PoBox75LDNS7",hubung layan kencan kenal hubung ponsel telepon rumah poboxldns
1,"Tolong uangnya Di transfer sekarang aja ke bank BNI: 022-741-3681. A/n FRISKA ANANDA, sms kalau sudah di Transfer, trimksi... - See more at: http://metropolitan.inilah.com/read/detail/1777965/awas-modus-penipuan-sms-model-baru#sthash.DKwN8EaE.dpuf",tolong uang transfer bank bni an friska ananda sms transfer trimksi see more at
1,YA! Satu-satunya tempat di kota untuk bertemu single dewasa yang menarik sekarang di Inggris. Txt CHAT ke 86688 sekarang! 150p/msg.,ya satusatunya kota temu single dewasa tarik inggris txt chat pmsg
1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",mobil mth updat latest cameravideo phone free keep number get extra free minstext text ye call
1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip bill p netcollex ltd po box ig oja
0,Untuk ayam bakar atau rica rica brp Pak?,ayam bakar rica rica
0,Saya akan berada di sana dengan di <#>  Menit. Punya ruang,menit ruang
0,"Tidak percaya aku mengatakan begitu banyak hal kepadamu pagi ini ketika semua yang benar-benar ingin aku katakan adalah selamat pagi, aku mencintaimu! Semoga pagi Anda indah. Sampai jumpa di perpustakaan nanti.",percaya kepada pagi benarbenar selamat pagi cinta moga pagi indah jumpa pustaka
0,Then wat r u doing now? Busy wif work?,wat busi wif work
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,dont b floppi b snappi happi gay chat servic photo upload call pmin stop text call
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",guarante latest nokia phone gb ipod mp player prize text wordcollect tcllc nyusa pmt msgrcvd
1,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentari star ibiza holiday cash need urgent collect landlin lose boxskwpppm
0,Yah saya dikostan temen dil. Hihi,yah dikostan temen dil hihi
0,Kallis wont kelelawar di inning ke-2.,kallis wont kelelawar inning
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd b enuff still got conclus n content pg n refer ill b da content pg n cover pg
0,Scroll up down olshop nama1,scroll up down olshop nama
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddi chat horni guy area p free receiv search postcod gaytextbuddycom text one name rpl stop cnl
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ye ammaelif take lot turn sit tri hold steer
0,Jadi Ã 1/4 membayar lar pertama ... Lalu kapan da stock comin...,bayar lar da sedia comin
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,secret admir look make contact ufind rreveal think specialcal
0,Nope... Pikirkan saya akan melakukannya pada hari Senin ... Maaf saya menjawab sangat terlambat,nomor hp pikir laku senin maaf lambat
0,Atau mungkin jari-jari gemuk saya hanya menekan semua tombol ini dan tidak tahu harus berbuat apa.,jarijari gemuk tekan tombol buat
0,Then she buying today? Ü no need to c meh...,buy today ü need c meh
0,"Same, I'm at my great aunts anniversary party in tarpon springs",im great aunt anniversari parti tarpon spring
0,Ok saya sedang dalam perjalanan ke kereta api,ok jalan kereta api
0,Anda harus mengambil burger $ 1 untuk diri sendiri dalam perjalanan pulang. Aku bahkan tidak bisa bergerak. Rasa sakit membunuhku.,ambil burger jalan pulang gerak sakit bunuh
0,"Hanya ingin tahu, yang lain baru saja lepas landas",lepas landas
0,"Saya tidak berpikir saya bisa pergi untuk perjalanan yang lama dengan keluarga di kota, maaf",pikir pergi jalan keluarga kota maaf
0,Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.,januari mah ambil x minggu masuk minggu januari
1,pembayaran anda sudah jatuh tempo silahkan melapor/M-HUB ke Kantor 082327327705 terima kasih,bayar jatuh tempo silah melapormhub kantor terima kasih
1,FreeMsg>FAV NADA XMAS! membalas NYATA,freemsgfav nada xmas balas nyata
0,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
1,"pdate_Now - Menit ganda dan 1000 txt untuk tarif Orange. Terbaru Motorola, SonyEricsson & Nokia & Bluetooth GRATIS! Hubungi MobileUpd8 di 08000839402 atau call2optout/! YHL",pdate now menit ganda txt tarif orange baru motorola sonyericsson nokia bluetooth gratis hubung mobileupd calloptout yhl
0,"K.. Saya menghapus kontak saya, itu mengapa?",k hapus kontak
1,Balas untuk memenangkan Â £ 100 mingguan! Di mana Piala Dunia FIFA 2006 akan diadakan? Kirim STOP ke 87239 untuk mengakhiri layanan,balas menang minggu piala dunia fifa ada kirim stop layan
0,So when do you wanna gym harri,wanna gym harri
1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,free messag singl find partner area real peopl wait chat nowsend chat cncl send stopc per messag
0,Jangan letakkan ponsel Anda pada mode senyap ok,letak ponsel mode senyap ok
0,WOT U WANNA LAKUKAN KEMUDIAN NONA?,wot wanna laku nona
0,Kakakmu jenius,kakak jenius
0,Neva mind it's ok..,neva mind ok
0,Iyalah makin malam makin mahal kek yg suka dijalanan,iya malam mahal suka jalan
1,"mendesak mendesak! Kami memiliki 800 penerbangan GRATIS ke Eropa untuk diberikan, hubungi B4 10 September & bawa teman 4 GRATIS. Hubungi sekarang untuk mengklaim 09050000555. BA128NNFWFLY150ppm",desak desak milik terbang gratis eropa hubung bb september bawa teman gratis hubung klaim bannfwflyppm
1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk fone weekli new tone repli tonesu text origin n best tone gbp network oper rate appli
0,Ada yg tau ruangan pak daya yg di fpmipa b?,tau ruang daya fpmipa bb
1,SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,selamat nomor mdpt mobil avanza kartu as undi malam metro televisi pkl wib uinfo klik atauhub
0,Selamat ore mo owo re wa. Nikmati dan saya berharap Anda banyak saat-saat bahagia ke sana kemari ke mana pun Anda pergi,selamat ore owo re wa nikmat harap saatsaat bahagia kemari pergi
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,polyphon tone mob everi week text pt st tone free get txtin tell friend ptone repli hl info
0,Di mana di lapar juga,lapar
0,😁 sebelumnya ga ad nulis kerudung. Kirain warna jins,nulis kerudung kirain warna jins
0,Kakakmu jenius,kakak jenius
1,"Seseorang yang Anda kenal telah meminta layanan kencan kami 2 menghubungi Anda! Tidak bisa menebak siapa? HUBUNGI 09058095107 SEKARANG semua akan terungkap. POBox 7, S3XY 150p",kenal layan kencan hubung tebak hubung ungkap pobox sxy p
0,Lebih. Dibuat untuk hari Jumat dan menjejali diriku seperti babi kemarin. Sekarang saya merasa bleh. Tapi setidaknya itu tidak menggeliat rasa sakit semacam bleh.,jumat jejal diri babi kemarin bleh geliat sakit bleh
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",cant speak bcaz mobil problem listen cannt listen voic call later
1,"INFO. pinjaman tanpa agunan 10 - 150 jt, Standart Chartered Bank syarat copy KTP, copy kartu kredit, RESMI, MINAT hub : akbar > 021 98391114 / 085714664427 , trimksh.",informasi pinjam agun jt standart chartered bank syarat copy ktp copy kartu kredit resmi minat hubung akbar trimksh
0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha leg neck kill amigo hope end night burn think could swing like hour
1,Dear U've telah diundang ke XCHAT. Ini adalah upaya terakhir kami untuk menghubungi Anda! txt CHAT ke 86688,dear uve undang xchat upaya hubung txt chat
0,Dimana kita bertemu?,mana temu
0,"Aight, we'll head out in a few",aight well head
1,Dear Voucher Holder 2 klaim pass airport lounge kelas 1 Anda saat menggunakan voucher liburan Anda hubungi 08704439680. Jika memesan penawaran 1st class x 2,dear voucher holder klaim pass airport lounge kelas voucher libur hubung mes tawar st class x
0,Mba mau kirim 300 ya,mbak kirim ya
1,"Gr8 Poly nada 4 SEMUA massa langsung 2u rply dengan POLY TITLE ke 8007 misalnya POLY BREATHE1 Judul: CRAZYIN, SLEEPINGWITH, FINEST, YMCA: getzed.co.uk POBox365O4W45WQ 300p",gr poly nada massa langsung rply poly title poly breathe judul crazyin sleepingwith finest ymca getzedcouk poboxowwq p
0,"Yetunde saya di kelas, bisakah Anda tidak mengalirkan air di atasnya untuk membuatnya baik-baik saja. Tolong sekarang.",yetunde kelas alir air atas buat baikbaik tolong
0,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",hey babe far spunout spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
1,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobil award bonu caller prize nd attempt contact call boxqu
0,Erm. I thought the contract ran out the4th of october.,erm thought contract ran theth octob
0,"Oke nama1, nanti udah beres bimbingan aku kesana",oke nama beres bimbing kesana
1,Anda sedang ditipu! Dapatkan konten seluler Anda dari panggilan www.clubmoby.com 08717509990 poly / true / Pix / Ringtones / Games enam unduhan hanya untuk 3,tipu dapat konten seluler panggil poly true pix ringtones games enam unduh
0,So u wan 2 come for our dinner tonight a not?,wan come dinner tonight
1,it to 80488. Your 500 free text messages are valid until 31 December 2005.,free text messag valid decemb
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,well done england get offici poli rington colour flag yer mobil text tone flag optout text eng stop box wwx
0,Sleeping nt feeling well,sleep nt feel well
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twink bear scalli skin jock call dont miss weekend fun call pmin stop text call nat rate
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credit top renew pin tgxxrz
0,Ok beri saya 5 menit saya pikir saya melihatnya. BTW Anda alibi saya. Kamu memotong rambutku sepanjang waktu.,ok menit pikir ngomong ngomong alibi potong rambut
0,He dint tell anything. He is angry on me that why you told to abi.,dint tell anyth angri told abi
1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,hi luci hubbi meetin day fri b alon hotel fanci cumin pleas leav messag day luci x callsminmobsmorelkpoboxhpfl
0,"Terima kasih sudah menelepon. Lupa mengatakan Happy Onam kepada Anda Sirji.Saya baik-baik saja di sini dan mengingat Anda ketika saya bertemu dengan orang asuransi. Bertemu Anda di Qatar Insya Allah.Rakhesh, mantan Tata AIG yang bergabung dengan TISSCO, Tayseer.",terima kasih telepon lupa senang onam sirjisaya baikbaik temu orang asuransi temu qatar insya allahrakhesh mantan tata aig gabung tissco tayseer
0,You are a big chic. Common. Declare,big chic common declar
0,"Tapi itu di ebay, mungkin kurang di tempat lain.",ebay
0,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",sweet well princess pleas tell like dislik bed
1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",uve select stay top british hotel noth holiday valu dial claim nation rate call bx swss
1,"Sy Dr.Rimbawan(Dirmawa IPB)Yth,Jajang Roni Aunul Kholik(NIM:E14090090)Di minta Hbngi Skrng Prof.Dr.Ir.Yonny Koesmaryono,MS.0819882923.Di Tunjuk Hadir Seminar Pengembangan Karakter Mahasiswa Dari Dikti Tgl 14/15 April di Htl Nusa Dua Bali,Trims.",drrimbawandirmawa ipbythjajang roni aunul kholiknimedi hbngi profdriryonny koesmaryonomsdi hadir seminar kembang karakter mahasiswa dikti tanggal april htl nusa balitrims
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent tri contact today draw show prize guarante call land line claim c valid hr
0,"Saya sedang rapat, hubungi saya nanti di",rapat hubung
1,TheMob>Yo yo yo-Ini dia pilihan baru download panas bagi anggota kami untuk mendapatkan secara GRATIS! Cukup klik &; buka tautan berikutnya yang dikirim ke fone Anda...,themobyo ya yoini pilih download panas anggota gratis klik buka taut kirim fone
0,"Ela kano.,il download, datang wen gratis Anda..",ela kanoil download wen gratis
0,Jason says it's cool if we pick some up from his place in like an hour,jason say cool pick place like hour
1,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone anytim network min half price line rental free text month repli call free deliveri
1,Kami mencoba menghubungi Anda kembali membalas sms kami untuk video mobile 750 menit TEKS TIDAK TERBATAS CAMCORDER GRATIS Balas atau hubungi sekarang 08000930705 Del Kam,coba hubung balas sms video mobile menit teks batas camcorder gratis balas hubung del kam
0,U reach orchard already? U wan 2 go buy tickets first?,reach orchard alreadi wan go buy ticket first
0,"semua udah masuk kok, cuma database sindo memang nggak real time.",masuk database sindo real
0,"K, want us to come by now?",okay want us come
0,Raviyog Peripherals bhayandar east,raviyog peripher bhayandar east
1,Peringatan panggilan tidak terjawab. Nomor-nomor ini menelepon tetapi tidak meninggalkan pesan. 07008009200,ingat panggil jawab nomornomor telepon tinggal pesan
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent tri contact today draw show prize guarante call land line claim valid hr
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,monthlysubscriptionpmsg maxmonth tcsc web age stop text stop
0,"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",pergi kelapa turun pasar bunga wastukencana caringinsadang serang jalan
0,No prob. I will send to your email.,prob send email
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,privat account statement show unredeem point call identifi code expir
0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,plan yet go join compani jan onlydon know happen
0,Hei! Ada pizza vegetarian. . . : /,hei pizza vegetarian
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",meet dream partner soon career flyng start find free text horo follow star sign e g horo ari
1,"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI  No.Rekening 0282566132",uang kirim rekening bankbni an safitri norekening
